symbol,timestamp,Open,High,Low,Close,Volume,trade_count,vwap,RSI,MACD,Signal,MA_20,MA_50,BB_upper,BB_lower,Volume_MA,Volume_Ratio
AAPL,2025-06-30 08:00:00+00:00,202.0,202.0,201.69,201.79,10371.0,664.0,201.737852,64.10256410256478,0.0,0.0,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:05:00+00:00,201.85,201.91,201.85,201.9,5072.0,145.0,201.894886,64.10256410256478,0.0024679487179639636,0.001371082621091091,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:10:00+00:00,201.9,201.99,201.9,201.99,4534.0,185.0,201.954638,64.10256410256478,0.005935551136701633,0.0032417664389642635,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:15:00+00:00,202.0,202.2,202.0,202.1,13020.0,275.0,202.068557,64.10256410256478,0.011338727508757529,0.005984639430086643,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:20:00+00:00,202.2,202.29,202.2,202.29,3024.0,79.0,202.262908,64.10256410256478,0.021596561245672774,0.01062883321149613,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:25:00+00:00,202.24,202.24,202.2,202.2,1979.0,66.0,202.208,64.10256410256478,0.023508514198624653,0.01411994285541812,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:30:00+00:00,202.21,202.27,202.21,202.24,4822.0,146.0,202.252836,64.10256410256478,0.026141809684702366,0.017162356635686764,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:35:00+00:00,202.24,202.32,202.24,202.27,5652.0,136.0,202.265216,64.10256410256478,0.028913983844574886,0.019986493643381224,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:40:00+00:00,202.3,202.31,202.29,202.31,2106.0,77.0,202.3,64.10256410256478,0.03237826932499388,0.022849055301749913,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:45:00+00:00,202.15,202.15,202.1,202.15,3818.0,105.0,202.115222,64.10256410256478,0.026123178384551693,0.02358264893488164,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:50:00+00:00,202.25,202.25,202.25,202.25,935.0,52.0,202.25,64.10256410256478,0.02656435143813951,0.02423502840533696,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 08:55:00+00:00,202.14,202.14,202.09,202.09,2583.0,140.0,202.101918,64.10256410256478,0.017737440945211347,0.0228396191171984,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:00:00+00:00,202.08,202.08,202.08,202.08,1017.0,42.0,202.08,64.10256410256478,0.010390988915020216,0.020205056463151305,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:05:00+00:00,202.13,202.13,202.12,202.12,1828.0,34.0,202.121029,64.10256410256478,0.007075361280357129,0.017458314434638432,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:10:00+00:00,202.09,202.13,202.09,202.13,634.0,30.0,202.11321,64.40677966101737,0.0050780211250298635,0.014891960210793202,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:15:00+00:00,202.2,202.32,202.2,202.32,4047.0,117.0,202.220979,66.66666666666666,0.015022063800984142,0.014918734559756477,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:20:00+00:00,202.21,202.21,202.21,202.21,667.0,24.0,202.21,58.59375000000033,0.015612059290731395,0.015060593894179698,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:25:00+00:00,202.18,202.29,202.18,202.29,1627.0,55.0,202.212515,57.60000000000025,0.02091623242500873,0.01625320578623616,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:30:00+00:00,202.3,202.33,202.3,202.33,1613.0,34.0,202.311226,51.81818181818281,0.02730408367924042,0.018495699099395493,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:35:00+00:00,202.39,202.44,202.39,202.44,3961.0,120.0,202.398926,60.71428571428662,0.03906829576229143,0.022658208902627507,202.175,202.3246,202.4883184020332,201.86168159796682,3665.5,1.0806165598144863
AAPL,2025-06-30 09:40:00+00:00,202.44,202.47,202.44,202.46,2093.0,61.0,202.452188,60.00000000000051,0.04901258180981927,0.027978151291937096,202.20850000000002,202.3246,202.49016983284838,201.92683016715165,3251.6,0.6436831098536105
