symbol,timestamp,Open,High,Low,Close,Volume,trade_count,vwap,RSI,MACD,Signal,MA_20,MA_50,BB_upper,BB_lower,Volume_MA,Volume_Ratio
MSFT,2025-06-30 08:00:00+00:00,497.51,497.73,497.5,497.5,2384.0,247.0,497.5625,68.0412371134021,0.0,0.0,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 08:05:00+00:00,497.62,497.62,497.62,497.62,264.0,21.0,497.62,68.0412371134021,0.002692307692313989,0.0014957264957299937,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 08:10:00+00:00,497.9,497.9,497.9,497.9,942.0,31.0,497.9,68.0412371134021,0.01211331763323642,0.005847198273396561,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 08:40:00+00:00,497.73,497.73,497.73,497.73,236.0,12.0,497.73,68.0412371134021,0.009963525729119738,0.007241618143221485,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 09:00:00+00:00,497.75,497.75,497.75,497.75,223.0,7.0,497.75,68.0412371134021,0.009381449696434174,0.007878169652387563,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 09:25:00+00:00,498.0,498.0,498.0,498.0,636.0,37.0,498.0,68.0412371134021,0.01954534937601693,0.011040624040135135,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 09:45:00+00:00,498.24,498.66,498.2,498.66,2638.0,93.0,498.341153,68.0412371134021,0.05562600760214309,0.022323995189879618,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 09:50:00+00:00,498.22,498.22,498.2,498.2,734.0,17.0,498.214719,68.0412371134021,0.057047292368508806,0.030668656473652387,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 10:15:00+00:00,498.68,498.68,498.68,498.68,259.0,15.0,498.68,68.0412371134021,0.0809780536704352,0.04229037681231573,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 10:20:00+00:00,498.75,498.75,498.75,498.75,241.0,7.0,498.75,68.0412371134021,0.1003814089979187,0.055306140201681314,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 10:30:00+00:00,498.84,498.84,498.84,498.84,1012.0,32.0,498.84,68.0412371134021,0.11778961609002181,0.06897716769946322,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 10:40:00+00:00,498.84,498.85,498.84,498.85,792.0,18.0,498.843056,68.0412371134021,0.1294992464332836,0.08197477201351017,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 10:55:00+00:00,498.84,498.84,498.84,498.84,597.0,21.0,498.84,68.0412371134021,0.13590068311657433,0.09338736835304459,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 11:00:00+00:00,498.75,498.8,498.55,498.55,3331.0,159.0,498.668094,68.0412371134021,0.12211988794376794,0.09939823288920924,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
MSFT,2025-06-30 11:05:00+00:00,498.6,498.6,498.6,498.6,543.0,14.0,498.6,68.58108108108124,0.11313604435719071,0.10224599179164823,498.4585,498.051786,499.49438812645303,497.422611873547,951.2,0.5929352396972245
